Studio,Start time,Sign up,Classes,Teacher,Location,Duration
Steps on Broadway,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147087981&classDate=10/2/2023&clsLoc=1,Virtual 60 Open Level Yoga,Conway,Steps on Broadway,1 hour
Steps on Broadway,12:00 pm  EDT,none,Virtual 90 Beg Tap,Goodson,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,12:45 pm  EDT,none,Virtual 90 Basic Tap,Burtis,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,1:45 pm  EDT,none,Virtual 90 Adv/Beg Tap,Goodson,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,2:15 pm  EDT,none,Virtual 90 Int Tap,Burtis,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:30 pm  EDT,none,Virtual 90 Basic Tap,Goodson,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,5:15 pm  EDT,none,Virtual 90 Int Broadway Tap,Gardner,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147085055&classDate=10/2/2023&clsLoc=1,Virtual 90 Adv/Beg Tap,Wasiuta,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,12:30 pm  EDT,none,Virtual 90 Beg Theater Jazz,Resavy,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:15 pm  EDT,none,Virtual 90 Int/Adv Theater Jazz,Harmon (4),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,4:30 pm  EDT,none,Virtual 90 Adv/Beg Theater Jazz,Leggio,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,5:00 pm  EDT,none,Virtual 90 Adv/Int Theater Jazz,Darlington (5),Steps on Broadway,1 hour & 30 minutes
