Studio,Start time,Classes,Instructor,Sign up
Steps on Broadway,9:30am,Adv/Beg Ballet,"Sims, L.",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087033&classDate=8/12/2023&clsLoc=1
Steps on Broadway,9:45am,Int/Adv Pro Ballet,Liceica (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087038&classDate=8/12/2023&clsLoc=1
Steps on Broadway,11:00am,Adv Pro Ballet,Beloserkovsky,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087039&classDate=8/12/2023&clsLoc=1
Steps on Broadway,11:30am,Adv/Int Ballet,"Sims, L. (2)",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087040&classDate=8/12/2023&clsLoc=1
Steps on Broadway,11:30am,Rommett Floor Barre,Wesley,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087041&classDate=8/12/2023&clsLoc=1
Steps on Broadway,12:45pm,Beg Ballet,Lawrence (3),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085620&classDate=8/12/2023&clsLoc=1
Steps on Broadway,1:15pm,Int Ballet,Gelinas,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087042&classDate=8/12/2023&clsLoc=1
Steps on Broadway,4:15pm,Int/Adv Ballet,"Brown, K.",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087661&classDate=8/12/2023&clsLoc=1
Steps on Broadway,12:00pm,Beg Jazz,Bufferd,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085622&classDate=8/12/2023&clsLoc=1
Steps on Broadway,12:45pm,Adv/Beg Modern/Horton,Perrin (4),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087043&classDate=8/12/2023&clsLoc=1
Steps on Broadway,3:00pm,Adv/Int Modern/Horton,Bland (5),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087044&classDate=8/12/2023&clsLoc=1
Steps on Broadway,4:45pm,Adv/Int Theater Jazz,"Sanchez, A.",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=89&classId=2147087682&classDate=8/12/2023&clsLoc=1
Steps on Broadway,5:15pm,Beg Hip Hop,"Smith, C.",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085625&classDate=8/12/2023&clsLoc=1
Steps on Broadway,1:15pm,Pilates Mat,Cummings,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085626&classDate=8/12/2023&clsLoc=1
Steps on Broadway,11:00am,Int Tap,Ponza,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085627&classDate=8/12/2023&clsLoc=1
Steps on Broadway,12:00pm,Basic Tap,Ohr,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087289&classDate=8/12/2023&clsLoc=1
Steps on Broadway,12:45pm,Beg Tap,Ikegaya,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087282&classDate=8/12/2023&clsLoc=1
Steps on Broadway,2:30pm,Int/Adv Tap,Almaguer (6),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085629&classDate=8/12/2023&clsLoc=1
Steps on Broadway,4:15pm,Adv/Beg Tap,MacDonald,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085631&classDate=8/12/2023&clsLoc=1
Steps on Broadway,6:00pm,Adv/Int Tap,MacDonald,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085632&classDate=8/12/2023&clsLoc=1
Steps on Broadway,2:30pm,Adv/Int Theater Jazz,Moeller (7),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085633&classDate=8/12/2023&clsLoc=1
Steps on Broadway,3:30pm,Int Theater Jazz,Winans,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085634&classDate=8/12/2023&clsLoc=1
Steps on Broadway,4:30pm,Open Capoeira,da Silva,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147082553&classDate=8/12/2023&clsLoc=1
